ticket_id,customer_id,subject,description,category,priority,channel,status,created_at
757,4365,Update account email address,I want to update the email address linked to my customer account. Please resolve this as soon as possible.,Account Management,Medium,chat,open,2026-05-11T13:47:31.803184+00:00
758,6698,Subscription renewal problem,I want to cancel my monthly subscription before the next billing cycle.,Subscription Issues,Low,phone,open,2026-03-24T22:13:31.803184+00:00
759,1229,Feature not working after update,The dashboard takes a very long time to load and sometimes shows a server error. This issue is blocking my team.,Technical Support,Medium,chat,resolved,2026-05-09T22:16:31.803184+00:00
760,9260,Account locked after many attempts,The password reset email link has expired and I cannot generate a new one. This issue is blocking my team.,Login Problems,Low,web_portal,in_progress,2026-05-10T10:42:31.803184+00:00
761,6813,Trial period expired early,Please help me upgrade from the basic plan to the premium plan. I have already contacted support once.,Subscription Issues,Medium,web_portal,in_progress,2026-05-08T11:50:31.803184+00:00
762,8633,Unable to access dashboard,The password reset email link has expired and I cannot generate a new one. I have already contacted support once.,Login Problems,Medium,email,resolved,2026-03-16T13:47:31.803184+00:00
763,6375,Two factor authentication problem,My account is locked because I entered the wrong password several times. Please resolve this as soon as possible.,Login Problems,Medium,web_portal,open,2026-05-25T15:12:31.803184+00:00
764,4700,Money back for failed service,I cancelled the subscription within the trial period but have still been charged. This issue is blocking my team.,Refund Requests,High,web_portal,in_progress,2025-12-11T02:51:31.803184+00:00
765,1209,Refund needed for cancelled order,"I was charged for an order that I cancelled, so I need a refund. I have already contacted support once.",Refund Requests,High,web_portal,resolved,2026-03-02T11:53:31.803184+00:00
766,3348,Unable to complete payment,"The transaction was deducted from my bank account, but the payment status still says pending. This issue is blocking my team.",Payment Issues,Medium,web_portal,in_progress,2026-05-14T13:56:31.803184+00:00
767,4281,Trial period expired early,I want to cancel my monthly subscription before the next billing cycle. This is affecting my work.,Subscription Issues,Low,web_portal,open,2026-04-15T06:27:31.803184+00:00
768,5472,Two factor authentication problem,The two factor authentication code is not arriving on my phone. Please resolve this as soon as possible.,Login Problems,High,web_portal,in_progress,2026-01-06T21:45:31.803184+00:00
769,2770,Refund status not updated,I cancelled the subscription within the trial period but have still been charged. I have already contacted support once.,Refund Requests,Medium,email,in_progress,2026-04-28T02:29:31.803184+00:00
770,9161,Cancel purchase and refund,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,Low,email,open,2026-05-22T15:41:31.803184+00:00
771,2253,Refund status not updated,The service did not work as promised and I would like my money back. This is affecting my work.,Refund Requests,Medium,web_portal,in_progress,2025-12-27T14:43:31.803184+00:00
772,9856,Account locked after many attempts,The two factor authentication code is not arriving on my phone. I have already contacted support once.,Login Problems,Medium,email,open,2026-01-17T06:17:31.803184+00:00
773,8531,Request refund for duplicate payment,I cancelled the subscription within the trial period but have still been charged. I have already contacted support once.,Refund Requests,Medium,email,open,2026-02-28T02:54:31.803184+00:00
774,7374,Unable to access dashboard,My account is locked because I entered the wrong password several times. This is affecting my work.,Login Problems,Medium,web_portal,open,2026-05-01T07:21:31.803184+00:00
775,3560,API integration is failing,The export feature is not working and the downloaded file is empty. This issue is blocking my team.,Technical Support,Medium,email,in_progress,2026-02-02T22:49:31.803184+00:00
776,6250,Remove old phone number,The billing contact has changed and I need the account details updated. I have already contacted support once.,Account Management,Medium,email,open,2026-03-06T08:18:31.803184+00:00
777,6591,Application keeps crashing,The dashboard takes a very long time to load and sometimes shows a server error. Please resolve this as soon as possible.,Technical Support,Medium,web_portal,open,2026-01-06T17:05:31.803184+00:00
778,5056,Money back for failed service,The service did not work as promised and I would like my money back. I have already contacted support once.,Refund Requests,Medium,chat,resolved,2025-12-17T09:40:31.803184+00:00
779,3781,Update billing contact,I want to update the email address linked to my customer account.,Account Management,Medium,email,resolved,2026-05-06T06:29:31.803184+00:00
780,1334,Update account email address,My old phone number is still attached to the account and I want to remove it. I have already contacted support once.,Account Management,Medium,web_portal,resolved,2026-02-17T08:54:31.803687+00:00
781,9001,Invoice amount looks incorrect,"The transaction was deducted from my bank account, but the payment status still says pending. This issue is blocking my team.",Payment Issues,Medium,email,resolved,2026-01-09T14:40:31.803687+00:00
782,3730,Upgrade monthly plan,My subscription renewal failed even though my payment method is active. I have already contacted support once.,Subscription Issues,Medium,phone,in_progress,2025-12-16T06:25:31.803687+00:00
783,5708,Refund needed for cancelled order,I cancelled the subscription within the trial period but have still been charged.,Refund Requests,High,phone,open,2026-01-18T10:42:31.803687+00:00
784,2552,Update billing contact,My old phone number is still attached to the account and I want to remove it. This is affecting my work.,Account Management,Medium,phone,in_progress,2026-05-11T22:16:31.803687+00:00
785,5945,Bank transaction succeeded but order failed,I cannot add a new payment method because the checkout page keeps rejecting my card. I have already contacted support once.,Payment Issues,Medium,phone,in_progress,2026-03-08T15:23:31.803687+00:00
786,9443,Trial period expired early,My subscription renewal failed even though my payment method is active. This is affecting my work.,Subscription Issues,Medium,web_portal,resolved,2026-03-31T20:41:31.803687+00:00
787,4489,Dashboard page is loading slowly,The application crashes every time I open the reports page. This issue is blocking my team.,Technical Support,High,web_portal,in_progress,2026-01-08T00:58:31.803687+00:00
788,9556,Trial period expired early,The free trial expired earlier than expected and I cannot access premium features. I have already contacted support once.,Subscription Issues,High,chat,in_progress,2025-12-26T15:58:31.803687+00:00
789,7721,Refund needed for cancelled order,Please refund the duplicate payment made from my card yesterday. This is affecting my work.,Refund Requests,High,phone,open,2026-03-20T03:09:31.803687+00:00
790,5201,Upgrade monthly plan,My plan seems to have changed without my confirmation. Please resolve this as soon as possible.,Subscription Issues,High,chat,in_progress,2025-12-21T12:32:31.803687+00:00
791,8952,Cannot login to my account,The password reset email link has expired and I cannot generate a new one. This is affecting my work.,Login Problems,Low,web_portal,in_progress,2026-03-17T02:10:31.803687+00:00
792,5551,Cancel my subscription,Please help me upgrade from the basic plan to the premium plan. This is affecting my work.,Subscription Issues,Medium,chat,resolved,2026-05-28T09:11:31.803687+00:00
793,5882,Unable to complete payment,"I tried to pay for my order, but the payment failed even though my card details are correct.",Payment Issues,High,email,in_progress,2026-05-14T07:18:31.803687+00:00
